Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA03,OUT018,2232.847021848739
FDZ36,OUT045,3387.204723170732
NCU05,OUT013,1240.3673076086955
FDT39,OUT018,2232.847021848739
FDK60,OUT017,1559.3429752688176
FDZ25,OUT017,2894.220710714286
FDG12,OUT046,2282.978881481482
DRB01,OUT019,482.69954262295073
NCC43,OUT027,6280.89088
FDX13,OUT019,584.7577647727275
FDM22,OUT049,933.6314425287358
FDJ03,OUT027,1378.263185276074
FDU14,OUT018,3327.9525829268287
FDB33,OUT010,346.89728372093026
FDP27,OUT046,3216.7914510638307
FDO38,OUT010,165.91858165137603
FDE28,OUT027,6280.89088
FDO27,OUT035,1559.3429752688176
DRL23,OUT027,2517.882088484849
FDS28,OUT046,933.6314425287358
FDX24,OUT013,1460.740766972477
FDZ02,OUT035,1559.3429752688176
FDL46,OUT045,1800.19222295082
FDS60,OUT027,5329.314724444444
NCO06,OUT017,583.8145788617884
FDO16,OUT035,1412.156205042017
FDC60,OUT049,1412.156205042017
FDA48,OUT018,3327.9525829268287
FDZ36,OUT027,5329.314724444444
FDK27,OUT045,2282.978881481482
FDW23,OUT018,507.04640366972484
FDM14,OUT018,1372.6884907407407
FDM14,OUT013,1661.6931960784314
FDW60,OUT018,2888.491010112361
FDE21,OUT013,1800.19222295082
NCM42,OUT035,1879.0540499999993
FDY59,OUT010,219.2185209302325
DRI49,OUT049,1240.3673076086955
FDT28,OUT019,346.89728372093026
FDQ22,OUT018,507.04640366972484
FDR60,OUT049,1240.3673076086955
FDC50,OUT019,219.2185209302325
FDV24,OUT013,2490.526886705203
DRF48,OUT010,482.69954262295073
FDQ47,OUT046,583.8145788617884
DRN36,OUT049,1559.3429752688176
NCY06,OUT035,1857.3664076190466
FDE52,OUT035,1353.0650169014084
NCB54,OUT045,1857.3664076190466
NCF31,OUT035,2490.526886705203
FDJ08,OUT027,5329.314724444444
NCC07,OUT017,1661.6931960784314
NCD19,OUT027,1378.263185276074
FDL46,OUT049,1800.19222295082
FDM20,OUT045,4332.779102857145
NCI06,OUT010,425.93559145299156
DRM11,OUT035,4433.304032653061
NCH07,OUT018,2232.847021848739
FDS23,OUT013,2047.6653193798459
FDO49,OUT018,711.0628208695654
FDS35,OUT049,1103.1862133333334
DRK39,OUT045,1412.156205042017
DRI39,OUT049,933.6314425287358
FDV04,OUT017,2222.671282258065
NCN14,OUT035,3387.204723170732
FDH08,OUT013,3662.465929999999
FDS20,OUT046,3387.204723170732
FDV40,OUT049,1103.1862133333334
FDZ48,OUT010,281.4820818181818
FDS24,OUT027,2517.882088484849
FDK44,OUT049,2551.843596747968
FDS48,OUT045,2660.9504030303024
FDK26,OUT010,482.69954262295073
FDD23,OUT045,3100.732013245032
NCH54,OUT017,2894.220710714286
NCP14,OUT010,219.2185209302325
FDM60,OUT010,92.67548155339804
FDV24,OUT017,2490.526886705203
FDH08,OUT018,3327.9525829268287
FDS12,OUT027,3242.0620715328487
FDR39,OUT027,5329.314724444444
FDP12,OUT027,1378.263185276074
DRF60,OUT027,6280.89088
FDC09,OUT035,1784.4287381818176
FDF50,OUT018,3216.7914510638307
FDG28,OUT035,3855.1205479768796
NCE19,OUT017,795.2466764227643
NCM53,OUT010,281.4820818181818
NCN18,OUT049,1548.6861522123895
FDF32,OUT035,3100.732013245032
FDF11,OUT013,3662.465929999999
DRI59,OUT049,4332.779102857145
NCG54,OUT035,2894.220710714286
FDM44,OUT046,1661.6931960784314
FDT57,OUT018,3327.9525829268287
FDV24,OUT046,2490.526886705203
FDI50,OUT019,584.7577647727275
FDS09,OUT035,796.6660672268904
NCC31,OUT027,4117.31771263158
FDQ07,OUT019,584.7577647727275
FDC22,OUT017,3216.7914510638307
FDZ56,OUT046,2894.220710714286
FDZ40,OUT019,165.91858165137603
FDS46,OUT027,3242.0620715328487
DRD24,OUT045,2227.634958415842
FDV45,OUT017,2797.8044474576263
FDL26,OUT045,2894.220710714286
FDA56,OUT018,1752.2524399999995
FDN27,OUT046,1800.19222295082
FDM20,OUT049,4332.779102857145
FDO16,OUT017,1412.156205042017
FDL03,OUT035,3100.732013245032
FDE58,OUT046,1800.19222295082
FDI02,OUT027,3242.0620715328487
NCC55,OUT019,92.67548155339804
FDR03,OUT018,3327.9525829268287
FDB14,OUT017,1460.740766972477
FDR45,OUT013,4332.779102857145
NCN07,OUT017,1857.3664076190466
FDM51,OUT019,219.2185209302325
FDT52,OUT027,6280.89088
FDL26,OUT046,2660.9504030303024
NCZ42,OUT046,3662.465929999999
DRI47,OUT019,346.89728372093026
FDW40,OUT013,2227.634958415842
FDN34,OUT046,2894.220710714286
FDS01,OUT035,2888.491010112361
NCG55,OUT045,1800.19222295082
FDC11,OUT035,1353.0650169014084
FDX35,OUT018,3327.9525829268287
NCB06,OUT046,2894.220710714286
FDR09,OUT019,584.7577647727275
FDC53,OUT017,1559.3429752688176
FDY45,OUT013,4433.304032653061
FDA22,OUT010,425.93559145299156
FDE02,OUT035,1559.3429752688176
FDW21,OUT045,1879.0540499999993
FDV34,OUT046,1103.1862133333334
FDS59,OUT049,1784.4287381818176
NCW17,OUT017,2282.978881481482
NCK54,OUT046,1800.19222295082
FDG17,OUT019,584.7577647727275
FDG35,OUT017,3104.1898299065424
FDD08,OUT010,92.67548155339804
NCO07,OUT017,3662.465929999999
FDJ10,OUT010,281.4820818181818
FDW36,OUT017,1548.6861522123895
FDW21,OUT010,219.2185209302325
FDY19,OUT017,1800.19222295082
DRE03,OUT013,711.0628208695654
NCC55,OUT049,677.1027476190472
FDH52,OUT010,165.91858165137603
FDO09,OUT017,4034.300306896553
FDU43,OUT045,3855.1205479768796
FDX09,OUT010,425.93559145299156
FDH40,OUT019,219.2185209302325
FDW58,OUT017,1661.6931960784314
FDC47,OUT017,3735.2457029411753
NCR41,OUT035,1559.3429752688176
DRG49,OUT035,3855.1205479768796
FDC52,OUT027,4117.31771263158
FDY13,OUT046,1103.1862133333334
FDY35,OUT013,507.04640366972484
FDI35,OUT017,3387.204723170732
NCU18,OUT049,2227.634958415842
FDY33,OUT018,2232.847021848739
FDC15,OUT027,4117.31771263158
FDU01,OUT049,3100.732013245032
NCU42,OUT046,2611.4595423423407
NCV29,OUT018,2888.491010112361
NCY30,OUT017,3387.204723170732
FDQ46,OUT049,1879.0540499999993
FDG58,OUT027,4117.31771263158
FDK33,OUT017,3662.465929999999
NCD07,OUT045,1800.19222295082
NCX29,OUT027,4117.31771263158
NCT42,OUT013,2490.526886705203
DRN59,OUT035,796.6660672268904
FDI44,OUT035,1240.3673076086955
FDA45,OUT049,2551.843596747968
FDP31,OUT045,1103.1862133333334
FDY01,OUT046,2017.441190825688
FDT09,OUT018,1752.2524399999995
DRH03,OUT027,2517.882088484849
FDA36,OUT018,2778.989277999999
NCF31,OUT017,2222.671282258065
FDG14,OUT049,2490.526886705203
FDG28,OUT027,6280.89088
FDU14,OUT049,4433.304032653061
FDY47,OUT019,281.4820818181818
FDI56,OUT049,1412.156205042017
DRD01,OUT013,795.2466764227643
FDM22,OUT046,933.6314425287358
FDH33,OUT013,507.04640366972484
DRZ24,OUT013,1800.19222295082
NCQ38,OUT046,1661.6931960784314
FDO16,OUT027,2517.882088484849
FDU07,OUT027,4117.31771263158
NCB07,OUT013,3216.7914510638307
FDU48,OUT045,1857.3664076190466
NCM43,OUT045,2894.220710714286
FDR31,OUT010,346.89728372093026
DRK49,OUT018,507.04640366972484
NCI30,OUT010,584.7577647727275
DRD60,OUT017,3387.204723170732
NCG19,OUT046,3735.2457029411753
FDH12,OUT035,1548.6861522123895
FDM32,OUT035,1460.740766972477
FDM27,OUT035,2894.220710714286
NCU53,OUT027,4117.31771263158
NCQ18,OUT046,1559.3429752688176
FDS10,OUT013,2888.491010112361
FDB33,OUT027,4117.31771263158
FDI12,OUT013,1353.0650169014084
NCW42,OUT013,3855.1205479768796
NCC06,OUT018,1752.2524399999995
FDW02,OUT017,2140.5192583333323
NCD43,OUT017,1661.6931960784314
FDM57,OUT018,1240.3673076086955
FDA58,OUT017,3735.2457029411753
FDK56,OUT046,3387.204723170732
FDP52,OUT045,3855.1205479768796
FDW20,OUT018,1752.2524399999995
FDS52,OUT049,1661.6931960784314
NCT29,OUT018,1752.2524399999995
NCL54,OUT013,2888.491010112361
FDC05,OUT045,3216.7914510638307
FDF34,OUT035,2778.989277999999
FDP03,OUT027,3242.0620715328487
FDD32,OUT010,219.2185209302325
FDZ10,OUT045,2047.6653193798459
FDZ40,OUT035,933.6314425287358
FDD51,OUT018,507.04640366972484
NCY30,OUT019,425.93559145299156
FDP58,OUT017,3380.874504347825
FDV49,OUT017,4433.304032653061
FDY24,OUT019,165.91858165137603
NCO55,OUT017,1548.6861522123895
FDR13,OUT017,1800.19222295082
FDS51,OUT017,795.2466764227643
FDP26,OUT045,1879.0540499999993
NCB54,OUT027,3242.0620715328487
FDF32,OUT017,2797.8044474576263
FDN31,OUT018,3216.7914510638307
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.7477006993013
DRL01,OUT046,3855.1205479768796
FDV56,OUT049,1784.4287381818176
DRH13,OUT027,2517.882088484849
FDA03,OUT017,2453.7477006993013
FDF47,OUT027,5329.314724444444
FDX32,OUT046,2660.9504030303024
FDX57,OUT049,1559.3429752688176
NCA30,OUT045,3216.7914510638307
FDO49,OUT013,711.0628208695654
FDL04,OUT019,219.2185209302325
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3380.874504347825
NCC19,OUT018,3216.7914510638307
NCE42,OUT045,3662.465929999999
FDY24,OUT017,795.2466764227643
FDH19,OUT049,2551.843596747968
FDJ46,OUT013,2888.491010112361
FDN45,OUT010,584.7577647727275
FDY08,OUT035,2140.5192583333323
FDZ37,OUT035,1412.156205042017
NCT30,OUT045,796.6660672268904
DRY23,OUT018,507.04640366972484
NCZ30,OUT018,1752.2524399999995
FDC44,OUT018,1752.2524399999995
FDB45,OUT035,1661.6931960784314
FDY04,OUT013,2894.220710714286
FDM27,OUT046,2894.220710714286
FDZ43,OUT017,3855.1205479768796
FDT39,OUT019,346.89728372093026
NCC06,OUT019,281.4820818181818
FDL15,OUT027,4117.31771263158
FDL57,OUT017,4034.300306896553
FDU08,OUT046,1559.3429752688176
FDK40,OUT017,4433.304032653061
FDQ12,OUT010,584.7577647727275
FDS48,OUT017,2660.9504030303024
FDP09,OUT045,4332.779102857145
FDW21,OUT049,1559.3429752688176
FDY25,OUT035,3387.204723170732
DRE13,OUT017,1412.156205042017
FDV43,OUT019,92.67548155339804
FDD22,OUT045,1548.6861522123895
FDM46,OUT019,219.2185209302325
NCO30,OUT010,482.69954262295073
FDM25,OUT046,2551.843596747968
NCN41,OUT049,1857.3664076190466
FDU24,OUT045,1460.740766972477
FDZ50,OUT046,3387.204723170732
FDP45,OUT013,4034.300306896553
NCM54,OUT045,1857.3664076190466
FDW10,OUT019,425.93559145299156
FDP20,OUT017,1857.3664076190466
FDK32,OUT046,2660.9504030303024
FDN52,OUT049,1353.0650169014084
FDM58,OUT045,1784.4287381818176
FDZ46,OUT027,3242.0620715328487
NCA18,OUT018,1752.2524399999995
FDD35,OUT046,2282.978881481482
NCK31,OUT035,796.6660672268904
FDI40,OUT027,2517.882088484849
FDT50,OUT019,219.2185209302325
NCT06,OUT046,2894.220710714286
FDT31,OUT035,2778.989277999999
FDT45,OUT049,933.6314425287358
FDT13,OUT045,2778.989277999999
FDO50,OUT045,1353.0650169014084
NCU18,OUT010,281.4820818181818
NCR54,OUT049,3216.7914510638307
NCO18,OUT018,2888.491010112361
FDU09,OUT045,933.6314425287358
FDT13,OUT018,2797.8044474576263
FDE09,OUT046,1661.6931960784314
NCK53,OUT019,219.2185209302325
FDG45,OUT049,3855.1205479768796
DRH15,OUT035,677.1027476190472
FDO21,OUT019,584.7577647727275
FDD14,OUT027,5329.314724444444
FDC09,OUT046,1784.4287381818176
FDH45,OUT027,1378.263185276074
FDV32,OUT046,1103.1862133333334
FDG12,OUT035,1800.19222295082
FDS32,OUT013,2140.5192583333323
NCL55,OUT018,3327.9525829268287
DRE01,OUT035,3735.2457029411753
DRE15,OUT049,1240.3673076086955
NCL42,OUT045,4332.779102857145
FDP31,OUT013,1103.1862133333334
FDN33,OUT018,1460.740766972477
FDZ59,OUT046,2611.4595423423407
FDE45,OUT010,425.93559145299156
FDJ07,OUT013,1800.19222295082
FDQ45,OUT018,2778.989277999999
FDM33,OUT027,5329.314724444444
FDO15,OUT010,165.91858165137603
FDM46,OUT013,1460.740766972477
FDR03,OUT045,3662.465929999999
FDY49,OUT018,2232.847021848739
FDQ60,OUT045,1800.19222295082
FDW10,OUT049,2551.843596747968
FDO51,OUT049,677.1027476190472
FDJ40,OUT018,1372.6884907407407
FDS20,OUT018,3387.204723170732
FDU45,OUT013,2017.441190825688
FDV02,OUT035,2894.220710714286
FDN09,OUT046,4332.779102857145
NCM55,OUT027,5329.314724444444
FDN23,OUT018,2232.847021848739
FDY31,OUT010,346.89728372093026
FDW03,OUT010,219.2185209302325
FDD14,OUT046,3387.204723170732
FDV23,OUT017,2047.6653193798459
DRI03,OUT045,2551.843596747968
FDN13,OUT035,1559.3429752688176
FDF45,OUT027,1378.263185276074
FDU46,OUT035,1353.0650169014084
FDB57,OUT049,3662.465929999999
FDV12,OUT049,1559.3429752688176
FDQ58,OUT013,2490.526886705203
NCA18,OUT017,1800.19222295082
FDH52,OUT049,933.6314425287358
FDM24,OUT018,2232.847021848739
NCP43,OUT027,5329.314724444444
NCO18,OUT019,425.93559145299156
FDM32,OUT017,1353.0650169014084
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4034.300306896553
FDP59,OUT017,1784.4287381818176
FDQ24,OUT049,4433.304032653061
FDQ16,OUT018,1372.6884907407407
FDU44,OUT013,2894.220710714286
FDH28,OUT010,92.67548155339804
FDV28,OUT019,92.67548155339804
FDM22,OUT045,933.6314425287358
FDR56,OUT046,3216.7914510638307
FDV39,OUT049,2778.989277999999
FDU37,OUT019,165.91858165137603
FDQ11,OUT010,584.7577647727275
FDX02,OUT045,3855.1205479768796
NCS42,OUT018,1460.740766972477
FDY57,OUT027,2517.882088484849
FDB21,OUT049,3735.2457029411753
FDE28,OUT017,3735.2457029411753
FDQ55,OUT017,2017.441190825688
FDA48,OUT049,3380.874504347825
FDZ19,OUT045,2551.843596747968
NCC43,OUT045,4034.300306896553
NCV18,OUT046,1412.156205042017
NCA42,OUT018,2232.847021848739
FDY45,OUT046,4433.304032653061
NCC30,OUT045,2551.843596747968
FDM57,OUT013,1240.3673076086955
FDL09,OUT010,425.93559145299156
FDB09,OUT027,3242.0620715328487
FDT44,OUT035,1800.19222295082
NCT06,OUT027,4117.31771263158
FDX26,OUT049,3387.204723170732
FDK32,OUT013,2660.9504030303024
DRA12,OUT046,2227.634958415842
FDO46,OUT010,482.69954262295073
FDE52,OUT013,1353.0650169014084
NCH42,OUT045,4332.779102857145
FDV08,OUT035,677.1027476190472
FDB47,OUT018,3327.9525829268287
FDC28,OUT010,281.4820818181818
FDD22,OUT046,2017.441190825688
FDS07,OUT027,3242.0620715328487
DRI13,OUT045,3662.465929999999
FDG32,OUT018,3327.9525829268287
FDU14,OUT017,4433.304032653061
FDD28,OUT019,165.91858165137603
NCP41,OUT017,1661.6931960784314
FDS08,OUT049,2551.843596747968
FDX47,OUT045,2222.671282258065
FDC53,OUT019,219.2185209302325
FDQ19,OUT035,3662.465929999999
FDL14,OUT045,2222.671282258065
FDM33,OUT019,584.7577647727275
FDA51,OUT045,2017.441190825688
FDZ27,OUT018,711.0628208695654
FDT04,OUT046,677.1027476190472
DRC13,OUT049,2140.5192583333323
FDR16,OUT027,5329.314724444444
FDQ03,OUT027,6280.89088
FDE38,OUT035,2611.4595423423407
DRH23,OUT027,1378.263185276074
FDT11,OUT019,482.69954262295073
FDD09,OUT035,2888.491010112361
FDR40,OUT045,1240.3673076086955
FDX07,OUT017,3387.204723170732
FDR07,OUT035,1559.3429752688176
FDA51,OUT017,2017.441190825688
FDT59,OUT019,584.7577647727275
FDF20,OUT017,2797.8044474576263
FDR13,OUT045,2017.441190825688
FDY26,OUT049,4332.779102857145
FDW04,OUT017,2140.5192583333323
FDK52,OUT017,3735.2457029411753
FDN60,OUT049,2894.220710714286
FDM09,OUT019,425.93559145299156
FDP46,OUT049,1353.0650169014084
FDB50,OUT019,165.91858165137603
NCQ29,OUT049,4034.300306896553
FDP16,OUT027,6280.89088
FDX33,OUT018,2232.847021848739
FDP07,OUT010,482.69954262295073
FDN22,OUT046,4034.300306896553
FDF39,OUT049,4034.300306896553
FDS21,OUT017,795.2466764227643
NCM42,OUT013,1879.0540499999993
FDK50,OUT019,425.93559145299156
DRF13,OUT027,4117.31771263158
FDH35,OUT018,2232.847021848739
FDP60,OUT018,1372.6884907407407
DRJ49,OUT027,3242.0620715328487
NCT42,OUT019,346.89728372093026
FDE38,OUT049,2611.4595423423407
FDI04,OUT049,3216.7914510638307
NCH54,OUT045,2894.220710714286
FDT56,OUT049,933.6314425287358
DRD15,OUT018,3327.9525829268287
FDV58,OUT013,2797.8044474576263
FDP21,OUT049,3100.732013245032
FDH05,OUT013,3735.2457029411753
FDR10,OUT027,4117.31771263158
NCP06,OUT045,2453.7477006993013
FDF33,OUT049,1879.0540499999993
DRK37,OUT013,2797.8044474576263
DRH49,OUT045,1240.3673076086955
FDT58,OUT013,2611.4595423423407
FDD41,OUT018,1372.6884907407407
FDP40,OUT018,1372.6884907407407
FDM51,OUT027,2517.882088484849
FDO45,OUT010,219.2185209302325
FDW33,OUT010,219.2185209302325
FDY24,OUT045,933.6314425287358
FDB10,OUT010,584.7577647727275
FDM40,OUT035,2227.634958415842
NCI06,OUT017,3387.204723170732
FDW12,OUT019,346.89728372093026
FDX48,OUT027,4117.31771263158
NCW05,OUT027,2517.882088484849
FDX27,OUT017,1559.3429752688176
DRM37,OUT045,3216.7914510638307
FDA38,OUT045,4332.779102857145
FDR36,OUT046,677.1027476190472
FDZ45,OUT046,3100.732013245032
FDG05,OUT017,2222.671282258065
FDK28,OUT013,4433.304032653061
FDV47,OUT045,1353.0650169014084
FDN21,OUT045,2453.7477006993013
FDP20,OUT027,3242.0620715328487
FDI35,OUT045,3387.204723170732
DRY23,OUT013,507.04640366972484
FDA56,OUT017,2282.978881481482
FDB09,OUT013,1857.3664076190466
NCO26,OUT027,3242.0620715328487
FDQ49,OUT018,2232.847021848739
FDI52,OUT027,3242.0620715328487
FDZ44,OUT027,3242.0620715328487
FDZ09,OUT018,2232.847021848739
FDY03,OUT049,2017.441190825688
NCG42,OUT017,1857.3664076190466
DRI13,OUT027,5329.314724444444
FDQ32,OUT013,2140.5192583333323
FDW16,OUT035,1353.0650169014084
FDU27,OUT046,796.6660672268904
FDR28,OUT010,425.93559145299156
FDQ49,OUT010,346.89728372093026
FDS37,OUT046,1800.19222295082
FDW26,OUT018,3327.9525829268287
FDX12,OUT018,3327.9525829268287
NCP06,OUT013,2453.7477006993013
FDW45,OUT010,346.89728372093026
NCN30,OUT049,1559.3429752688176
FDN24,OUT049,933.6314425287358
NCL41,OUT027,1378.263185276074
FDR02,OUT019,281.4820818181818
FDD09,OUT010,425.93559145299156
FDS33,OUT010,219.2185209302325
FDU22,OUT045,2047.6653193798459
FDI53,OUT013,2611.4595423423407
DRH01,OUT049,2551.843596747968
FDX32,OUT013,2227.634958415842
NCP30,OUT018,507.04640366972484
FDB60,OUT045,3100.732013245032
FDB14,OUT049,1460.740766972477
NCP02,OUT035,933.6314425287358
FDJ10,OUT017,2227.634958415842
FDG34,OUT046,1784.4287381818176
NCB18,OUT017,1353.0650169014084
FDM16,OUT049,1103.1862133333334
FDW25,OUT018,1412.156205042017
FDB35,OUT010,219.2185209302325
DRN11,OUT013,2227.634958415842
FDF41,OUT019,584.7577647727275
FDH16,OUT045,1353.0650169014084
NCQ50,OUT018,3327.9525829268287
DRH23,OUT018,795.2466764227643
DRJ37,OUT013,2490.526886705203
DRJ24,OUT027,5329.314724444444
FDY16,OUT035,3387.204723170732
FDQ27,OUT045,1879.0540499999993
FDZ33,OUT045,2490.526886705203
FDF29,OUT045,2282.978881481482
FDA08,OUT049,2611.4595423423407
FDG31,OUT046,1103.1862133333334
FDE34,OUT019,482.69954262295073
NCR30,OUT027,1378.263185276074
FDV33,OUT035,4034.300306896553
DRZ24,OUT018,1752.2524399999995
NCL54,OUT035,2888.491010112361
FDR12,OUT049,3104.1898299065424
NCC54,OUT046,3735.2457029411753
DRN59,OUT013,711.0628208695654
FDX50,OUT019,281.4820818181818
FDV31,OUT027,5329.314724444444
NCA29,OUT027,4117.31771263158
FDW60,OUT049,2551.843596747968
FDX08,OUT017,3387.204723170732
DRD49,OUT013,3735.2457029411753
FDD33,OUT046,3735.2457029411753
FDW35,OUT013,507.04640366972484
FDJ36,OUT017,1784.4287381818176
FDV51,OUT035,2894.220710714286
FDW36,OUT046,1548.6861522123895
FDH35,OUT046,2453.7477006993013
NCS30,OUT027,3242.0620715328487
FDN49,OUT017,677.1027476190472
FDL08,OUT018,3327.9525829268287
FDI09,OUT013,3735.2457029411753
FDP19,OUT018,1752.2524399999995
FDU21,OUT010,92.67548155339804
NCP41,OUT045,1661.6931960784314
FDY10,OUT013,2017.441190825688
FDP12,OUT018,507.04640366972484
NCN26,OUT049,1800.19222295082
FDK44,OUT013,2888.491010112361
FDC28,OUT049,1879.0540499999993
FDJ41,OUT027,6280.89088
NCT29,OUT035,1857.3664076190466
NCH42,OUT019,584.7577647727275
FDU60,OUT018,2232.847021848739
FDS02,OUT045,3216.7914510638307
FDC51,OUT046,2282.978881481482
FDU03,OUT013,3387.204723170732
FDX39,OUT045,3855.1205479768796
NCY05,OUT010,92.67548155339804
NCL06,OUT027,6280.89088
FDD32,OUT035,1240.3673076086955
NCN41,OUT045,1857.3664076190466
NCX53,OUT049,2282.978881481482
FDU57,OUT019,346.89728372093026
FDQ23,OUT046,1879.0540499999993
FDQ52,OUT045,4433.304032653061
FDC14,OUT045,677.1027476190472
FDY09,OUT035,2888.491010112361
FDQ28,OUT045,2894.220710714286
FDV25,OUT046,3855.1205479768796
FDJ07,OUT035,1800.19222295082
DRB25,OUT049,1548.6861522123895
FDK52,OUT019,584.7577647727275
FDY52,OUT027,1378.263185276074
FDB28,OUT046,3216.7914510638307
FDT36,OUT035,583.8145788617884
FDV25,OUT017,3855.1205479768796
NCN07,OUT027,3242.0620715328487
FDC57,OUT017,2797.8044474576263
FDQ03,OUT018,3327.9525829268287
FDU23,OUT017,2894.220710714286
NCX41,OUT035,3662.465929999999
NCD06,OUT035,796.6660672268904
FDW08,OUT045,1548.6861522123895
NCU29,OUT017,2490.526886705203
NCE06,OUT013,2222.671282258065
FDV52,OUT010,281.4820818181818
FDB02,OUT017,2888.491010112361
NCR18,OUT045,677.1027476190472
FDK16,OUT049,1559.3429752688176
NCQ29,OUT010,584.7577647727275
FDZ01,OUT019,219.2185209302325
FDW27,OUT035,2222.671282258065
FDD17,OUT018,3327.9525829268287
FDW39,OUT013,2888.491010112361
DRH59,OUT045,1103.1862133333334
FDS52,OUT013,1661.6931960784314
FDU40,OUT027,5329.314724444444
NCF54,OUT013,2888.491010112361
FDH46,OUT045,1879.0540499999993
NCP14,OUT049,1879.0540499999993
FDH50,OUT049,3387.204723170732
DRF15,OUT010,346.89728372093026
FDV27,OUT027,2517.882088484849
NCJ06,OUT049,1857.3664076190466
FDN02,OUT018,3327.9525829268287
FDQ51,OUT049,796.6660672268904
FDQ07,OUT017,3380.874504347825
FDS45,OUT049,1879.0540499999993
NCJ06,OUT045,1857.3664076190466
FDD36,OUT035,1800.19222295082
FDY25,OUT045,3387.204723170732
FDU52,OUT046,2222.671282258065
DRK47,OUT017,3855.1205479768796
NCL30,OUT017,1857.3664076190466
FDN22,OUT035,4034.300306896553
NCF30,OUT027,3242.0620715328487
FDK03,OUT035,4034.300306896553
FDT45,OUT017,795.2466764227643
NCC54,OUT027,6280.89088
FDP08,OUT018,3216.7914510638307
FDU44,OUT046,2894.220710714286
DRG39,OUT035,933.6314425287358
FDU32,OUT049,2282.978881481482
FDY27,OUT049,2551.843596747968
