Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO27,OUT035,1191.146419780156
DRL23,OUT027,3305.047402484247
FDS28,OUT046,961.8031177609805
FDX24,OUT013,1113.4100202430182
FDZ02,OUT035,1468.6166978230958
FDL46,OUT045,1762.198977264637
FDS60,OUT027,4350.911438959685
NCO06,OUT017,43.74571210347631
FDO16,OUT035,1275.557446901831
FDC60,OUT049,1440.9154243002658
FDA48,OUT018,3791.5120298834026
FDZ36,OUT027,4461.241806583337
FDK27,OUT045,1909.1612302264552
FDW23,OUT018,1032.0308263901084
FDM14,OUT018,2266.65720487077
FDM14,OUT013,1355.9864662078908
FDW60,OUT018,3371.7774734351706
FDE21,OUT013,1466.5238676958907
NCM42,OUT035,1624.8663976441958
FDY59,OUT010,117.1099954304716
DRI49,OUT049,1198.4405245454113
FDT28,OUT019,1305.1055828144908
FDQ22,OUT018,1136.0763523334003
FDR60,OUT049,1184.4722200943643
FDC50,OUT019,186.7820871868953
FDV24,OUT013,1871.2030302045096
DRF48,OUT010,1602.0589460014585
FDQ47,OUT046,501.0306793950981
DRN36,OUT049,1696.349704254329
NCY06,OUT035,1858.0704363153154
FDE52,OUT035,1376.0182451471874
NCB54,OUT045,1919.7001472129245
NCF31,OUT035,2252.3047546057624
FDJ08,OUT027,4377.539580805804
NCC07,OUT017,1338.144863225813
NCD19,OUT027,2429.0695630728555
FDL46,OUT049,1962.1173680180268
FDM20,OUT045,3808.7006474482114
NCI06,OUT010,1400.3673274970702
DRM11,OUT035,3938.3225737038747
NCH07,OUT018,2859.7396870767498
FDS23,OUT013,1454.4658096754765
FDO49,OUT018,1334.9761626256827
FDS35,OUT049,1047.6506744865897
DRK39,OUT045,1279.1243867485023
DRI39,OUT049,1001.1750950864548
FDV04,OUT017,1981.7711055492728
NCN14,OUT035,2639.0717971808817
FDH08,OUT013,3264.4820960824372
FDS20,OUT046,2939.167505056431
FDV40,OUT049,1381.1151420900155
FDZ48,OUT010,231.98436357935998
FDS24,OUT027,2929.401039838371
FDK44,OUT049,2721.8502480916272
FDS48,OUT045,2264.8384695515956
FDK26,OUT010,1617.4251780332816
FDD23,OUT045,2946.915833475395
NCH54,OUT017,2112.4897527766816
NCP14,OUT010,55.83330188641867
FDM60,OUT010,-731.6197422880979
FDV24,OUT017,1911.9445289416244
FDH08,OUT018,4109.725207216333
FDS12,OUT027,3292.4110520516015
FDR39,OUT027,4284.78519857551
FDP12,OUT027,2165.8046045515116
DRF60,OUT027,5250.976104258556
FDC09,OUT035,1585.320960930043
FDF50,OUT018,3453.752078039095
FDG28,OUT035,3743.7554599955847
NCE19,OUT017,426.4506507157723
NCM53,OUT010,258.4371470034571
NCN18,OUT049,1832.1630420014894
FDF32,OUT035,2954.3494335133755
FDF11,OUT013,3446.5539461548624
DRI59,OUT049,3706.9044210700386
NCG54,OUT035,2461.997314377355
FDM44,OUT046,1708.8923725167056
FDT57,OUT018,4218.393347224045
FDV24,OUT046,2353.357607567348
FDI50,OUT019,2657.5646761555627
FDS09,OUT035,684.4009086108842
NCC31,OUT027,3986.5809232351003
FDQ07,OUT019,2336.348142281925
FDC22,OUT017,2534.742455659868
FDZ56,OUT046,2774.7606980799274
FDZ40,OUT019,-134.17299418194182
FDS46,OUT027,3437.0706292139894
DRD24,OUT045,2215.631395634788
FDV45,OUT017,2604.593058871288
FDL26,OUT045,2332.5606192084083
FDA56,OUT018,2478.490297440657
FDN27,OUT046,1950.0725858122305
FDM20,OUT049,3980.7743332914706
FDO16,OUT017,1010.9210309907703
FDL03,OUT035,3027.9742689952327
FDE58,OUT046,1909.7948143445296
FDI02,OUT027,3216.500196127002
NCC55,OUT019,-456.61866856453685
FDR03,OUT018,3817.4458435159177
FDB14,OUT017,1045.5187520453092
FDR45,OUT013,3394.296934413116
NCN07,OUT017,1692.5906881938477
FDM51,OUT019,718.6311304309456
FDT52,OUT027,5406.7872367714335
FDL26,OUT046,2451.208572544433
NCZ42,OUT046,3876.4810650200097
DRI47,OUT019,1394.2564321947084
FDW40,OUT013,1751.8320802890485
FDN34,OUT046,2751.903261156549
FDS01,OUT035,2727.0262707418433
NCG55,OUT045,1769.399185970507
FDC11,OUT035,1075.591662460873
FDX35,OUT018,4010.635585879434
NCB06,OUT046,2517.937274858323
FDR09,OUT019,2950.1393908410755
FDC53,OUT017,1240.767565939118
FDY45,OUT013,3544.790237286953
FDA22,OUT010,1113.1651874562517
FDE02,OUT035,1242.2051203972205
FDW21,OUT045,1662.4881720551384
FDV34,OUT046,1367.3709443307157
FDS59,OUT049,1907.2352514137497
NCW17,OUT017,1686.954796219894
NCK54,OUT046,1946.800065014982
FDG17,OUT019,2896.8145075586217
FDG35,OUT017,2367.2780588174155
FDD08,OUT010,-768.6041387159045
NCO07,OUT017,3005.7111648211303
FDJ10,OUT010,619.3388623971537
FDW36,OUT017,1260.3751402147582
FDW21,OUT010,257.7815851660041
FDY19,OUT017,1502.869117230408
DRE03,OUT013,418.7818789913938
NCC55,OUT049,702.1931128498127
FDH52,OUT010,-340.8495623650232
FDO09,OUT017,3685.8220133261266
FDU43,OUT045,3716.389196719928
FDX09,OUT010,1273.7347443826916
FDH40,OUT019,247.8794834018679
FDW58,OUT017,1354.167600575971
FDC47,OUT017,3060.6270343417746
NCR41,OUT035,1404.8213582825638
DRG49,OUT035,3708.1298333855602
FDC52,OUT027,4036.953830892273
FDY13,OUT046,1293.06670135584
FDY35,OUT013,403.38596704064094
FDI35,OUT017,2497.935361768802
NCU18,OUT049,2322.450116716483
FDY33,OUT018,2916.7216192401856
FDC15,OUT027,3750.6738476203427
FDU01,OUT049,3067.554529742656
NCU42,OUT046,2781.8103255061396
NCV29,OUT018,3289.9944292311848
NCY30,OUT017,2529.7799684647644
FDQ46,OUT049,1792.1173870098587
FDG58,OUT027,3915.283869534045
FDK33,OUT017,3042.5540837488234
NCD07,OUT045,1733.8528487150575
NCX29,OUT027,3699.6255282259654
NCT42,OUT013,1951.5734751654045
DRN59,OUT035,614.8702671072199
FDI44,OUT035,1024.648804180788
FDA45,OUT049,2717.8173825127874
FDP31,OUT045,817.5559871417545
FDY01,OUT046,1718.4212620482958
FDT09,OUT018,2675.0720755568736
DRH03,OUT027,3019.404887011561
FDA36,OUT018,3476.9014123516426
NCF31,OUT017,2027.7478011900184
FDG14,OUT049,2554.0252292335012
FDG28,OUT027,5412.699905341591
FDU14,OUT049,4064.511295076404
FDY47,OUT019,1074.9211366697546
FDI56,OUT049,1473.188460804739
DRD01,OUT013,553.8235352190561
FDM22,OUT046,972.4200993775921
FDH33,OUT013,127.44044227904419
DRZ24,OUT013,1429.0397515991526
NCQ38,OUT046,1788.11752297661
FDO16,OUT027,2908.0189157255345
FDU07,OUT027,3840.4103168060074
NCB07,OUT013,2565.7662204305752
FDU48,OUT045,1996.8986663721994
NCM43,OUT045,2568.3582566853597
FDR31,OUT010,902.0942007805227
DRK49,OUT018,1187.8821141689536
NCI30,OUT010,2361.6323421768316
DRD60,OUT017,2533.5634947328167
NCG19,OUT046,3561.660243182787
FDH12,OUT035,1461.1119004885732
FDM32,OUT035,1367.5725469535355
FDM27,OUT035,2171.700945940276
NCU53,OUT027,4074.7823916133784
NCQ18,OUT046,1467.5310878506275
FDS10,OUT013,2416.401690891331
FDB33,OUT027,4051.776738937062
FDI12,OUT013,902.1088048541899
NCW42,OUT013,3021.031949426784
NCC06,OUT018,2515.165019571886
FDW02,OUT017,1692.910252066078
NCD43,OUT017,1330.4369200420479
FDM57,OUT018,1782.0761578352513
FDA58,OUT017,3241.6539522867624
FDK56,OUT046,2830.6463936391665
FDP52,OUT045,3573.686473571939
FDW20,OUT018,2458.367481043345
FDS52,OUT049,1791.7934719405634
NCT29,OUT018,2312.140618972298
NCL54,OUT013,2280.5930517058205
FDC05,OUT045,3002.4451107993664
FDF34,OUT035,3075.9879980432834
FDP03,OUT027,3505.6395620606736
FDD32,OUT010,-30.523713998612948
FDZ10,OUT045,1905.8651395646325
FDZ40,OUT035,752.3507115445193
FDD51,OUT018,1035.5632488205802
NCY30,OUT019,1857.3735900822794
FDP58,OUT017,2887.0632003737537
FDV49,OUT017,3814.2811871406566
FDY24,OUT019,-407.9038502182477
NCO55,OUT017,1233.0913918535934
FDR13,OUT017,1563.566601288314
FDS51,OUT017,651.0344977953812
FDP26,OUT045,1418.91294385418
NCB54,OUT027,3535.7795690798957
FDF32,OUT017,2686.0227634294224
FDN31,OUT018,3386.764449715374
DRM48,OUT017,133.43854226240273
FDN20,OUT049,2816.606575472046
DRL01,OUT046,3784.2964047776522
FDV56,OUT049,1933.5250468287236
DRH13,OUT027,3299.022558861362
FDA03,OUT017,1978.7365479156815
FDF47,OUT027,4932.469155200019
FDX32,OUT046,2335.083544293643
FDX57,OUT049,1702.7501597664423
NCA30,OUT045,2757.618705751351
FDO49,OUT013,457.1809398847661
FDL04,OUT019,429.6220572298073
DRM48,OUT035,389.79774961322596
FDR16,OUT013,2863.801259237677
NCC19,OUT018,3388.004586139483
NCE42,OUT045,3677.215246723704
FDY24,OUT017,409.05806589971553
FDH19,OUT049,2903.7812366203657
FDJ46,OUT013,2313.439986029025
FDN45,OUT010,1875.5587563765553
FDY08,OUT035,1898.912344917987
FDZ37,OUT035,1350.3767487206187
NCT30,OUT045,624.4227054266594
DRY23,OUT018,1119.7448265688558
NCZ30,OUT018,2415.1785205405713
FDC44,OUT018,2018.142620589404
FDB45,OUT035,1567.6260706111461
FDY04,OUT013,2209.6575588154346
FDM27,OUT046,2592.906471711649
FDZ43,OUT017,3449.873487546536
FDT39,OUT019,1525.5879141253
NCC06,OUT019,1030.9692032526846
FDL15,OUT027,3932.3262181467344
FDL57,OUT017,3682.4822231287926
FDU08,OUT046,1675.007990210217
FDK40,OUT017,3819.6306056705353
FDQ12,OUT010,2206.5755601847545
FDS48,OUT017,2046.3525822629554
FDP09,OUT045,3281.410263302715
FDW21,OUT049,1825.19165672399
FDY25,OUT035,2739.102641671311
DRE13,OUT017,1067.1204805797292
FDV43,OUT019,-428.4109915009492
FDD22,OUT045,1601.5759662750206
FDM46,OUT019,79.18413505096987
NCO30,OUT010,1565.866374714171
FDM25,OUT046,2835.203883178765
NCN41,OUT049,2039.0353205927659
FDU24,OUT045,1294.2793267247112
FDZ50,OUT046,2955.3867292029527
FDP45,OUT013,3606.701570423663
NCM54,OUT045,1901.5770747601723
FDW10,OUT019,1656.6155433587073
FDP20,OUT017,1648.1980465665256
FDK32,OUT046,2500.679726164728
FDN52,OUT049,1412.7528086632824
FDM58,OUT045,1704.0710351312205
FDZ46,OUT027,3225.161362420062
NCA18,OUT018,2286.513263250051
FDD35,OUT046,2037.0306815064228
NCK31,OUT035,691.8505760105263
FDI40,OUT027,3014.1372166502715
FDT50,OUT019,380.392833029307
NCT06,OUT046,2667.7313422014277
FDT31,OUT035,2880.9344799971477
FDT45,OUT049,955.0927525626034
FDT13,OUT045,2923.7394692837192
FDO50,OUT045,1315.0389714927278
NCU18,OUT010,756.3394015273307
NCR54,OUT049,3092.524958895109
NCO18,OUT018,3295.270034973265
FDU09,OUT045,854.7316999000677
FDT13,OUT018,3461.1763011466755
FDE09,OUT046,1896.8878380421738
NCK53,OUT019,597.4122363720303
FDG45,OUT049,3437.178563946348
DRH15,OUT035,519.4061835268274
FDO21,OUT019,2667.1929866680384
FDD14,OUT027,4181.449178860023
FDC09,OUT046,1790.746295867537
FDH45,OUT027,2159.6527107352067
FDV32,OUT046,1038.0498184462826
FDG12,OUT035,1881.9773639136602
FDS32,OUT013,1874.8183483120056
NCL55,OUT018,4356.51918543862
DRE01,OUT035,3502.7514411267357
DRE15,OUT049,1440.4860633343515
NCL42,OUT045,3802.159623380512
FDP31,OUT013,442.01784093824176
FDN33,OUT018,1860.738271760356
FDZ59,OUT046,2617.6641693437796
FDE45,OUT010,1400.5265767382725
FDJ07,OUT013,1515.7972363604104
FDQ45,OUT018,3484.324396179006
FDM33,OUT027,4877.714452255566
FDO15,OUT010,-46.326690765027706
FDM46,OUT013,841.7339394652902
FDR03,OUT045,3284.642240101083
FDY49,OUT018,3197.460055317787
FDQ60,OUT045,1748.9847169241834
FDW10,OUT049,2852.079507940986
FDO51,OUT049,909.9645105234122
FDJ40,OUT018,2231.855452786712
FDS20,OUT018,3315.858775792757
FDU45,OUT013,1433.2679980245139
FDV02,OUT035,2505.2754857175787
FDN09,OUT046,3894.345107823332
NCM55,OUT027,4399.462934454374
FDN23,OUT018,2745.1773050206975
FDY31,OUT010,877.4092690944888
FDW03,OUT010,389.49227496756
FDD14,OUT046,2723.484808325872
FDV23,OUT017,1505.8434348862647
DRI03,OUT045,2780.9765719314046
FDN13,OUT035,1243.0110365359833
FDF45,OUT027,2589.859891306814
FDU46,OUT035,1378.3311604489836
FDB57,OUT049,3713.961305064933
FDV12,OUT049,1717.134535943415
FDQ58,OUT013,2023.5359658098923
NCA18,OUT017,1436.2278593008632
FDH52,OUT049,1124.250617481308
FDM24,OUT018,2823.7691293894995
NCP43,OUT027,4380.523498888696
NCO18,OUT019,1812.9021927128133
FDM32,OUT017,1123.1159469451713
NCL07,OUT017,266.239772484711
FDK03,OUT013,3555.1951718610553
FDP59,OUT017,1282.1013343715504
FDQ24,OUT049,4015.3147360354387
FDQ16,OUT018,2202.1140697037754
FDU44,OUT013,2142.8662186557012
FDH28,OUT010,-938.9139868490171
FDV28,OUT019,-754.5713341078903
FDM22,OUT045,859.6380649204343
FDR56,OUT046,3105.382357846989
FDV39,OUT049,3288.6865963511973
FDU37,OUT019,123.53436341497377
FDQ11,OUT010,2677.996643965709
FDX02,OUT045,3418.362739552216
NCS42,OUT018,1880.3646903379504
FDY57,OUT027,2930.9504216092514
FDB21,OUT049,3728.551245431833
FDE28,OUT017,3132.065119929539
FDQ55,OUT017,1538.6157902604073
FDA48,OUT049,3488.8585421832404
FDZ19,OUT045,2589.8279823107428
NCC43,OUT045,3794.169697394139
NCV18,OUT046,1259.136676732432
NCA42,OUT018,2992.079275962653
FDY45,OUT046,4127.685623459221
NCC30,OUT045,2765.6763132344536
FDM57,OUT013,938.9234799418273
FDL09,OUT010,997.9395863827908
FDB09,OUT027,3464.5703367727974
FDT44,OUT035,1639.1281378434069
NCT06,OUT027,4102.443471279381
FDX26,OUT049,2924.8927016214443
FDK32,OUT013,2040.2375613851245
DRA12,OUT046,2375.528371102657
FDO46,OUT010,1686.2946292277807
FDE52,OUT013,1044.6827276366866
NCH42,OUT045,3553.6434290670404
FDV08,OUT035,586.5838483366726
FDB47,OUT018,3725.712175854771
FDC28,OUT010,301.89154517826296
FDD22,OUT046,1774.8151302086299
FDS07,OUT027,3237.362354584251
DRI13,OUT045,3422.8580037694
FDG32,OUT018,3716.380509176968
FDU14,OUT017,3574.923036177879
FDD28,OUT019,-101.24418822557209
NCP41,OUT017,1408.080591275891
FDS08,OUT049,2859.3935643912796
FDX47,OUT045,2491.0965136741893
FDC53,OUT019,692.0931660738242
FDQ19,OUT035,3766.7070862360515
FDL14,OUT045,2453.8911542194815
FDM33,OUT019,2314.786579213541
FDA51,OUT045,1558.341273859718
FDZ27,OUT018,1305.0236345473422
FDT04,OUT046,629.0502828785352
DRC13,OUT049,2213.2736480730364
FDR16,OUT027,4830.029733083219
FDQ03,OUT027,5214.836992309001
FDE38,OUT035,2514.8234669962967
DRH23,OUT027,2238.9109573292617
FDT11,OUT019,2038.3598592519465
FDD09,OUT035,2739.768562048499
FDR40,OUT045,1255.0715189051816
FDX07,OUT017,2610.4153410995796
FDR07,OUT035,1343.71409545212
FDA51,OUT017,1272.6404011974369
FDT59,OUT019,2690.321527822015
FDF20,OUT017,2720.9062970087252
FDR13,OUT045,1835.8939427333662
FDY26,OUT049,3502.7516633949426
FDW04,OUT017,1714.7639748966667
FDK52,OUT017,3127.5922450802273
FDN60,OUT049,2505.0907544711185
FDM09,OUT019,1591.2535937398925
FDP46,OUT049,1464.68963353674
FDB50,OUT019,-110.50975589940913
NCQ29,OUT049,4061.256537303788
FDP16,OUT027,5375.340798347459
FDX33,OUT018,2922.4760039756447
FDP07,OUT010,1666.7944839566512
FDN22,OUT046,3891.5735988097304
FDF39,OUT049,4241.064224482664
FDS21,OUT017,702.4218489482685
NCM42,OUT013,1304.427270182634
FDK50,OUT019,1610.0808546231856
DRF13,OUT027,3898.658668883364
FDH35,OUT018,3014.6014627158684
FDP60,OUT018,2019.718235378151
DRJ49,OUT027,3666.673793780463
NCT42,OUT019,1374.1875698919248
FDE38,OUT049,2767.5536514520686
FDI04,OUT049,3246.909703854173
NCH54,OUT045,2357.0898476528196
FDT56,OUT049,990.8731795982362
DRD15,OUT018,4128.277828210807
FDV58,OUT013,2587.302357848961
FDP21,OUT049,3158.1265036210916
FDH05,OUT013,3204.510266038161
FDR10,OUT027,4124.472413432249
NCP06,OUT045,2284.134945573865
FDF33,OUT049,1856.6316604032686
DRK37,OUT013,2548.090836903818
DRH49,OUT045,1269.9140780282964
FDT58,OUT013,2145.7723146095395
FDD41,OUT018,2095.4692478104275
FDP40,OUT018,2289.265552527878
FDM51,OUT027,3216.4198179405403
FDO45,OUT010,30.24050621731044
FDW33,OUT010,101.3768440996871
FDY24,OUT045,823.9028364114342
FDB10,OUT010,2240.524171359582
FDM40,OUT035,1892.4271752587483
NCI06,OUT017,2461.9551452357064
FDW12,OUT019,1329.8295367939372
FDX48,OUT027,4022.499281555316
NCW05,OUT027,3009.490878225987
FDX27,OUT017,1063.374140266861
DRM37,OUT045,2990.2187879436315
FDA38,OUT045,3763.093867236059
FDR36,OUT046,641.8448752606005
FDZ45,OUT046,3157.944523582194
FDG05,OUT017,2103.306310774594
FDK28,OUT013,3603.400538948712
FDV47,OUT045,1277.9754392233276
FDN21,OUT045,2399.0078362331874
FDP20,OUT027,3523.6209414245377
FDI35,OUT045,2798.3717224712686
DRY23,OUT013,261.3268382138433
FDA56,OUT017,1642.35636353864
FDB09,OUT013,1505.860504537125
NCO26,OUT027,3301.095872821351
FDQ49,OUT018,2991.586133495399
FDI52,OUT027,3339.6488788670576
FDZ44,OUT027,3385.1296997636873
FDZ09,OUT018,2938.2674895445125
FDY03,OUT049,1907.422696108682
NCG42,OUT017,1677.0828959558262
DRI13,OUT027,5023.226198161781
FDQ32,OUT013,1616.7798470782918
FDW16,OUT035,1373.1612194057543
FDU27,OUT046,651.7825335646248
FDR28,OUT010,1257.471064043581
FDQ49,OUT010,1140.118423260743
FDS37,OUT046,1939.335156413612
FDW26,OUT018,3864.183562106002
FDX12,OUT018,4333.703394779957
NCP06,OUT013,1954.6526546002506
FDW45,OUT010,887.0364113795988
NCN30,OUT049,1663.9284814859357
FDN24,OUT049,851.654014022592
NCL41,OUT027,2050.1508295877115
FDR02,OUT019,789.8719849111833
FDD09,OUT010,1499.0243649780564
FDS33,OUT010,31.59824346735195
FDU22,OUT045,1734.5728678081528
FDI53,OUT013,2026.254858572377
DRH01,OUT049,2826.7760752305126
FDX32,OUT013,1789.0909845446886
NCP30,OUT018,1120.270612431139
FDB60,OUT045,3044.8857201868004
FDB14,OUT049,1549.6380867166376
NCP02,OUT035,794.4507230910342
FDJ10,OUT017,1746.846882761527
FDG34,OUT046,1840.2811501571177
NCB18,OUT017,1021.6256990111301
FDM16,OUT049,1386.1980843569909
FDW25,OUT018,1821.0905766896913
FDB35,OUT010,23.787207560869774
DRN11,OUT013,1663.9688502834006
FDF41,OUT019,2594.520089898303
FDH16,OUT045,1322.1908109485444
NCQ50,OUT018,3807.658692157297
DRH23,OUT018,1186.294431009408
DRJ37,OUT013,1986.769631225201
DRJ24,OUT027,4333.128430337725
FDY16,OUT035,2717.4771769239733
FDQ27,OUT045,1659.0700394163773
FDZ33,OUT045,2160.790269349732
FDF29,OUT045,2106.2418044046703
FDA08,OUT049,2737.8456974496144
FDG31,OUT046,1080.2416427209473
FDE34,OUT019,1889.1672432119676
NCR30,OUT027,2633.4686468666946
FDV33,OUT035,4005.754181097317
DRZ24,OUT018,2367.626799683992
NCL54,OUT035,2518.451579066631
FDR12,OUT049,2923.4416725442184
NCC54,OUT046,3758.5300145289675
DRN59,OUT013,325.2545966028158
FDX50,OUT019,631.5346668159539
FDV31,OUT027,4208.196143244993
NCA29,OUT027,4256.4238989602545
FDW60,OUT049,3015.7308962588813
FDX08,OUT017,2543.912236196018
DRD49,OUT013,3105.118716458145
FDD33,OUT046,3586.9657609541555
FDW35,OUT013,334.4199609533032
FDJ36,OUT017,1161.3251595720812
FDV51,OUT035,2510.489985602838
FDW36,OUT046,1740.2226222610147
FDH35,OUT046,2645.743062292504
NCS30,OUT027,3483.1244812832774
FDN49,OUT017,158.529073908006
FDL08,OUT018,4315.6889328939715
FDI09,OUT013,3243.2740949395848
FDP19,OUT018,2269.3784641998823
FDU21,OUT010,-920.1628482312312
NCP41,OUT045,1678.7665336538917
FDY10,OUT013,1355.8367495080656
FDP12,OUT018,1113.059834664809
NCN26,OUT049,1980.2875077832946
FDK44,OUT013,2183.297034394199
FDC28,OUT049,1835.7966832608731
FDJ41,OUT027,5684.105848151321
NCT29,OUT035,1775.2649628756808
NCH42,OUT019,2582.6923829688385
FDU60,OUT018,3117.3374897783915
FDS02,OUT045,2836.7319760609803
FDC51,OUT046,2140.8103751514523
FDU03,OUT013,2419.9804479784816
FDX39,OUT045,3303.340456931436
NCY05,OUT010,-861.8941065171213
NCL06,OUT027,5530.259158047829
FDD32,OUT035,1156.8744796315914
NCN41,OUT045,1846.710085673908
NCX53,OUT049,2397.195596585328
FDU57,OUT019,1252.3699394915757
FDQ23,OUT046,1765.0754443083833
FDQ52,OUT045,3698.646486632553
FDC14,OUT045,647.1215857493025
FDY09,OUT035,2686.778189462003
FDQ28,OUT045,2422.584075092954
FDV25,OUT046,3547.8336246822364
FDJ07,OUT035,1767.7496249488277
DRB25,OUT049,1797.6121499321735
FDK52,OUT019,2408.2958144298036
FDY52,OUT027,2597.4494313687546
FDB28,OUT046,3097.363686046652
FDT36,OUT035,337.4147891299965
FDV25,OUT017,3122.596250862499
NCN07,OUT027,3584.2236475817936
FDC57,OUT017,2703.0281881457586
FDQ03,OUT018,4169.802161627081
FDU23,OUT017,2307.5032718493912
NCX41,OUT035,3245.287011572742
NCD06,OUT035,513.2702020996501
FDW08,OUT045,1431.3463452179772
NCU29,OUT017,1948.218839883224
NCE06,OUT013,2024.6728169613089
FDV52,OUT010,257.37244462365015
FDB02,OUT017,2496.7851475188545
NCR18,OUT045,663.1051310789871
FDK16,OUT049,1585.8385720737974
NCQ29,OUT010,2442.371203954883
FDZ01,OUT019,792.7852711315115
FDW27,OUT035,2203.7625442702283
FDD17,OUT018,4222.83741669514
FDW39,OUT013,2434.483773541755
DRH59,OUT045,1107.2885689609393
FDS52,OUT013,1271.4041982042663
FDU40,OUT027,4598.335103680908
NCF54,OUT013,2297.517071082483
FDH46,OUT045,1626.8904411527114
NCP14,OUT049,1635.5952665528657
FDH50,OUT049,3050.517542216866
DRF15,OUT010,1072.257667894066
FDV27,OUT027,2969.036502405425
NCJ06,OUT049,2028.23868097086
FDN02,OUT018,3636.3947420108752
FDQ51,OUT049,972.0139232113766
FDQ07,OUT017,3102.857862867463
FDS45,OUT049,1876.7805480588654
NCJ06,OUT045,1853.0547590976134
FDD36,OUT035,1767.4561307889435
FDY25,OUT045,2826.025390365225
FDU52,OUT046,2484.424648892661
DRK47,OUT017,3202.0013925382473
NCL30,OUT017,1639.8900312832902
FDN22,OUT035,3697.0859565313167
NCF30,OUT027,3347.9583030916992
